#       xJ     Jtp_tot
#
  1.313550   0.384745
  1.313800   0.383766
  1.314050   0.382380
  1.314300   0.380751
  1.314550   0.379612
  1.314800   0.378677
  1.315050   0.377417
  1.315300   0.376851
  1.315550   0.377468
  1.315800   0.377677
  1.316050   0.377234
  1.316300   0.376912
  1.316550   0.376428
  1.316800   0.376758
  1.317050   0.378187
  1.317300   0.379452
  1.317550   0.379861
  1.317800   0.380106
  1.318050   0.379943
  1.318300   0.378966
  1.318550   0.377907
  1.318800   0.376603
  1.319050   0.375095
  1.319300   0.374196
  1.319550   0.374150
  1.319800   0.374753
  1.320050   0.376045
  1.320300   0.376765
  1.320550   0.376307
  1.320800   0.375400
  1.321050   0.373965
  1.321300   0.372894
  1.321550   0.373120
  1.321800   0.373952
  1.322050   0.374255
  1.322300   0.373990
  1.322550   0.373763
  1.322800   0.373534
  1.323050   0.372738
  1.323300   0.371737
  1.323550   0.371100
  1.323800   0.370461
  1.324050   0.369862
  1.324300   0.369463
  1.324550   0.369387
  1.324800   0.369631
  1.325050   0.369955
  1.325300   0.370156
  1.325550   0.369790
  1.325800   0.369260
  1.326050   0.369052
  1.326300   0.368399
  1.326550   0.367906
  1.326800   0.368177
  1.327050   0.368929
  1.327300   0.369598
  1.327550   0.369702
  1.327800   0.369723
  1.328050   0.369702
  1.328300   0.370001
  1.328550   0.370941
  1.328800   0.371556
  1.329050   0.371768
  1.329300   0.372018
  1.329550   0.371182
  1.329800   0.369944
  1.330050   0.369627
  1.330300   0.369509
  1.330550   0.369790
  1.330800   0.370549
  1.331050   0.370585
  1.331300   0.369699
  1.331550   0.369133
  1.331800   0.369324
  1.332050   0.369594
  1.332300   0.369822
  1.332550   0.369529
  1.332800   0.369235
  1.333050   0.370375
  1.333300   0.372390
  1.333550   0.373366
  1.333800   0.373583
  1.334050   0.373679
  1.334300   0.373456
  1.334550   0.373232
  1.334800   0.372769
  1.335050   0.371868
  1.335300   0.371404
  1.335550   0.371812
  1.335800   0.372497
  1.336050   0.373418
  1.336300   0.374416
  1.336550   0.374146
  1.336800   0.372886
  1.337050   0.372259
  1.337300   0.372345
  1.337550   0.372548
  1.337800   0.372632
  1.338050   0.372676
  1.338300   0.372404
  1.338550   0.371659
  1.338800   0.370520
  1.339050   0.369383
  1.339300   0.368286
  1.339550   0.367150
  1.339800   0.365583
  1.340050   0.364568
  1.340300   0.364969
  1.340550   0.365762
  1.340800   0.366475
  1.341050   0.367149
  1.341300   0.367389
  1.341550   0.366768
  1.341800   0.365637
  1.342050   0.364232
  1.342300   0.362046
  1.342550   0.358844
  1.342800   0.356192
  1.343050   0.354753
  1.343300   0.353392
  1.343550   0.352305
  1.343800   0.351023
  1.344050   0.348610
  1.344300   0.346237
  1.344550   0.343865
  1.344800   0.340249
  1.345050   0.336557
  1.345300   0.333529
  1.345550   0.329880
  1.345800   0.326078
  1.346050   0.323016
  1.346300   0.319490
  1.346550   0.315579
  1.346800   0.311786
  1.347050   0.306949
  1.347300   0.301575
  1.347550   0.296901
  1.347800   0.291883
  1.348050   0.286212
  1.348300   0.280392
  1.348550   0.274383
  1.348800   0.268149
  1.349050   0.261728
  1.349300   0.255082
  1.349550   0.248097
  1.349800   0.241195
  1.350050   0.233993
  1.350300   0.226531
  1.350550   0.219269
  1.350800   0.212092
  1.351050   0.204770
  1.351300   0.197496
  1.351550   0.190767
  1.351800   0.184162
  1.352050   0.176917
  1.352300   0.170292
  1.352550   0.164705
  1.352800   0.158822
  1.353050   0.152644
  1.353300   0.146361
  1.353550   0.140429
  1.353800   0.135228
  1.354050   0.130452
  1.354300   0.125153
  1.354550   0.119105
  1.354800   0.113597
  1.355050   0.109308
  1.355300   0.104459
  1.355550   0.098600
  1.355800   0.094371
  1.356050   0.090979
  1.356300   0.087479
  1.356550   0.083120
  1.356800   0.078205
  1.357050   0.074613
  1.357300   0.071326
  1.357550   0.068271
  1.357800   0.065670
  1.358050   0.062362
  1.358300   0.058911
  1.358550   0.056474
  1.358800   0.054527
  1.359050   0.051427
  1.359300   0.048331
  1.359550   0.046322
  1.359800   0.044241
  1.360050   0.042312
  1.360300   0.040647
  1.360550   0.038502
  1.360800   0.036479
  1.361050   0.034967
  1.361300   0.033153
  1.361550   0.031075
  1.361800   0.029508
  1.362050   0.028327
  1.362300   0.027022
  1.362550   0.025801
  1.362800   0.024791
  1.363050   0.023791
  1.363300   0.022710
  1.363550   0.021745
  1.363800   0.021139
  1.364050   0.020168
  1.364300   0.018577
  1.364550   0.017811
  1.364800   0.017271
  1.365050   0.016195
  1.365300   0.015524
  1.365550   0.015232
  1.365800   0.014486
  1.366050   0.013534
  1.366300   0.012844
  1.366550   0.012316
  1.366800   0.011763
  1.367050   0.011477
  1.367300   0.011207
  1.367550   0.010333
  1.367800   0.009742
  1.368050   0.009546
  1.368300   0.009146
  1.368550   0.008869
  1.368800   0.008637
  1.369050   0.008107
  1.369300   0.007599
  1.369550   0.007484
  1.369800   0.007340
  1.370050   0.006859
  1.370300   0.006397
  1.370550   0.006130
  1.370800   0.005825
  1.371050   0.005675
  1.371300   0.005713
  1.371550   0.005531
  1.371800   0.005162
  1.372050   0.005013
  1.372300   0.004695
  1.372550   0.004079
  1.372800   0.003982
  1.373050   0.004293
  1.373300   0.004138
  1.373550   0.003704
  1.373800   0.003555
  1.374050   0.003596
  1.374300   0.003400
  1.374550   0.003392
  1.374800   0.003570
  1.375050   0.003017
  1.375300   0.002528
  1.375550   0.002682
  1.375800   0.002536
  1.376050   0.002560
  1.376300   0.003022
  1.376550   0.002891
  1.376800   0.002237
  1.377050   0.002054
  1.377300   0.002142
  1.377550   0.002025
  1.377800   0.002004
  1.378050   0.002149
  1.378300   0.001836
  1.378550   0.001308
  1.378800   0.001478
  1.379050   0.001952
  1.379300   0.001965
  1.379550   0.001740
  1.379800   0.001502
  1.380050   0.000743
  1.380300   0.000245
  1.380550   0.001070
  1.380800   0.001365
  1.381050   0.001259
  1.381300   0.001543
  1.381550   0.001430
  1.381800   0.000811
  1.382050   0.000604
  1.382300   0.001263
  1.382550   0.001443
  1.382800   0.001221
  1.383050   0.001328
  1.383300   0.000976
  1.383550   0.000236
  1.383800   0.000606
  1.384050   0.001229
  1.384300   0.001086
  1.384550   0.000633
  1.384800   0.000406
  1.385050   0.000234
  1.385300   0.000220
  1.385550   0.000705
  1.385800   0.000819
  1.386050   0.000221
  1.386300   0.000008
  1.386550   0.000113
  1.386800   0.000130
  1.387050   0.000400
  1.387300   0.000716
  1.387550   0.000514
  1.387800   0.000352
  1.388050   0.000460
  1.388300   0.000407
  1.388550   0.000559
  1.388800   0.000962
  1.389050   0.000865
  1.389300   0.000289
  1.389550   0.000201
  1.389800   0.000516
  1.390050   0.000581
  1.390300   0.000706
  1.390550   0.000676
  1.390800   0.000084
  1.391050   0.000000
  1.391300   0.000130
  1.391550   0.000369
  1.391800   0.000622
  1.392050   0.000816
  1.392300   0.000419
  1.392550   0.000000
  1.392800   0.000159
  1.393050   0.000711
  1.393300   0.000588
  1.393550   0.000329
  1.393800   0.000311
  1.394050   0.000054
  1.394300   0.000000
  1.394550   0.000370
  1.394800   0.000677
  1.395050   0.000258
  1.395300   0.000000
  1.395550   0.000000
  1.395800   0.000000
  1.396050   0.000203
  1.396300   0.000479
  1.396550   0.000131
  1.396800   0.000000
  1.397050   0.000186
  1.397300   0.000453
  1.397550   0.000484
  1.397800   0.000523
  1.398050   0.000510
  1.398300   0.000232
  1.398550   0.000274
  1.398800   0.000700
  1.399050   0.000629
  1.399300   0.000297
  1.399550   0.000296
  1.399800   0.000247
  1.400050   0.000204
  1.400300   0.000521
  1.400550   0.000585
  1.400800   0.000155
  1.401050   0.000000
  1.401300   0.000179
  1.401550   0.000187
  1.401800   0.000245
  1.402050   0.000431
  1.402300   0.000232
  1.402550   0.000003
  1.402800   0.000167
  1.403050   0.000242
  1.403300   0.000099
  1.403550   0.000213
  1.403800   0.000235
  1.404050   0.000000
  1.404300   0.000000
  1.404550   0.000215
  1.404800   0.000089
  1.405050   0.000105
  1.405300   0.000055
  1.405550   0.000000
  1.405800   0.000000
  1.406050   0.000147
  1.406300   0.000232
  1.406550   0.000174
  1.406800   0.000257
  1.407050   0.000172
  1.407300   0.000000
  1.407550   0.000000
  1.407800   0.000131
  1.408050   0.000074
  1.408300   0.000165
  1.408550   0.000217
  1.408800   0.000000
  1.409050   0.000115
  1.409300   0.000341
  1.409550   0.000218
  1.409800   0.000072
  1.410050   0.000039
  1.410300   0.000028
  1.410550   0.000173
  1.410800   0.000505
  1.411050   0.000371
  1.411300   0.000000
  1.411550   0.000000
  1.411800   0.000184
  1.412050   0.000257
  1.412300   0.000304
  1.412550   0.000149
  1.412800   0.000000
  1.413050   0.000000
  1.413300   0.000152
  1.413550   0.000384
  1.413800   0.000290
  1.414050   0.000351
  1.414300   0.000251
  1.414550   0.000048
  1.414800   0.000250
  1.415050   0.000369
  1.415300   0.000266
  1.415550   0.000279
  1.415800   0.000137
  1.416050   0.000000
  1.416300   0.000139
  1.416550   0.000330
  1.416800   0.000266
  1.417050   0.000198
  1.417300   0.000234
  1.417550   0.000148
  1.417800   0.000015
  1.418050   0.000115
  1.418300   0.000073
  1.418550   0.000000
  1.418800   0.000065
  1.419050   0.000253
  1.419300   0.000167
  1.419550   0.000271
  1.419800   0.000222
  1.420050   0.000000
  1.420300   0.000000
  1.420550   0.000215
  1.420800   0.000216
  1.421050   0.000074
  1.421300   0.000168
  1.421550   0.000074
  1.421800   0.000000
  1.422050   0.000173
  1.422300   0.000280
  1.422550   0.000228
  1.422800   0.000269
  1.423050   0.000204
  1.423300   0.000040
  1.423550   0.000182
  1.423800   0.000426
  1.424050   0.000244
  1.424300   0.000068
  1.424550   0.000080
  1.424800   0.000000
  1.425050   0.000000
  1.425300   0.000217
  1.425550   0.000150
  1.425800   0.000033
  1.426050   0.000000
  1.426300   0.000040
  1.426550   0.000158
  1.426800   0.000278
  1.427050   0.000186
  1.427300   0.000000
  1.427550   0.000000
  1.427800   0.000085
  1.428050   0.000080
  1.428300   0.000109
  1.428550   0.000141
  1.428800   0.000013
  1.429050   0.000020
  1.429300   0.000260
  1.429550   0.000306
  1.429800   0.000182
  1.430050   0.000259
  1.430300   0.000112
  1.430550   0.000000
  1.430800   0.000000
  1.431050   0.000168
  1.431300   0.000067
  1.431550   0.000015
  1.431800   0.000000
  1.432050   0.000000
  1.432300   0.000142
  1.432550   0.000183
  1.432800   0.000004
  1.433050   0.000000
  1.433300   0.000107
  1.433550   0.000207
  1.433800   0.000230
  1.434050   0.000225
  1.434300   0.000004
  1.434550   0.000011
  1.434800   0.000135
  1.435050   0.000018
  1.435300   0.000000
  1.435550   0.000000
  1.435800   0.000000
  1.436050   0.000000
  1.436300   0.000000
  1.436550   0.000072
  1.436800   0.000025
  1.437050   0.000013
  1.437300   0.000000
  1.437550   0.000000
  1.437800   0.000137
  1.438050   0.000205
  1.438300   0.000024
  1.438550   0.000080
  1.438800   0.000157
  1.439050   0.000082
  1.439300   0.000103
  1.439550   0.000145
  1.439800   0.000002
  1.440050   0.000000
  1.440300   0.000000
  1.440550   0.000000
  1.440800   0.000000
  1.441050   0.000154
  1.441300   0.000026
  1.441550   0.000000
  1.441800   0.000000
  1.442050   0.000038
  1.442300   0.000125
  1.442550   0.000215
  1.442800   0.000062
  1.443050   0.000000
  1.443300   0.000002
  1.443550   0.000154
  1.443800   0.000055
  1.444050   0.000007
  1.444300   0.000000
  1.444550   0.000000
  1.444800   0.000019
  1.445050   0.000187
  1.445300   0.000084
  1.445550   0.000000
  1.445800   0.000000
  1.446050   0.000000
  1.446300   0.000000
  1.446550   0.000128
  1.446800   0.000049
  1.447050   0.000042
  1.447300   0.000000
  1.447550   0.000000
  1.447800   0.000000
  1.448050   0.000069
  1.448300   0.000000
  1.448550   0.000000
  1.448800   0.000089
  1.449050   0.000005
  1.449300   0.000048
  1.449550   0.000274
  1.449800   0.000114
